"","X","Year","Company","Vineyard","Treatment","Rep","TreatmentAge","ShootCt","ClusterCt","FFNS","ShootMCane","ShootFtCane","ClusterMCane","ClusterFtCane","ShootCt.1","PreClusterCt","PostClusterCt","PercThin","FFNS.1","ShootMRow","ShootFtRow","ShootMCane.1","ShootFtCane.1","PreClMRow","PreClFtRow","PreClMCane","PreClFtCane","PostClMRow","PostClFtRow","PostClMCane","PostClFtCane","LeafN","LeafP","LeafK","LeafCa","LeafMg","LeafB","LeafCu","LeafFe","LeafMn","LeafZn","LeafNa","PetN","PetP","PetK","PetCa","PetMg","PetB","PetCu","PetFe","PetMn","PetZn","PetNa","TSS","pH","TA","ammoniaN","aaN","YAN","HarvestDate","ClusterCt.1","ClusterWt","Yield","KgMRow","LbFtRow","KgMCane","LbFtCane","ClusterMRow","ClusterFtRow","ClusterMCane.1","ClusterFtCane.1","ShootCt.2","PW","Canewt","PWMRow","PWFtRow","PWMCane","PWFtCane","ShootMRow.1","ShootFtRow.1","ShootMCane.2","ShootFtCane.2","Ravaz","anthos.std","tannins.std","phenolics.std","grid_num","ID","Y_Tavg","Y_Tmin","Y_Tmax","Y_Pr","GS_Tavg","GS_Tmin","GS_Tmax","GS_Pr","GS_Hug","GS_Gdd","DS_Pr","DS_Pr2mm","BB_Tavg","BB_Tmin","BB_Tmax","BB_Pr","BB_Tmin0C","FLO_Tavg","FLO_Tmin","FLO_Tmax","FLO_Pr","FLO_Pr2mm","FLO_Tmax35C","VER_Tavg","VER_Tmin","VER_Tmax","VER_Pr","VER_Tmax35C","H_Tavg","H_Tmin","H_Tmax","H_Pr","H_Pr2mm","H_Tmax35C","DEC_Y_Tavg","DEC_Y_Tmin","DEC_Y_Tmax","DEC_Y_Pr","DEC_GS_Tavg","DEC_GS_Tmin","DEC_GS_Tmax","DEC_GS_Pr","DEC_GS_Hug","DEC_GS_Gdd","DEC_DS_Pr","DEC_DS_Pr2mm","GS_Etp","BB_Etp","FLO_Etp","VER_Etp","H_Etp","DEC_GS_Etp","BB_B_Hu","B_V_Hu","V_H_Hu","BB_H_Hu","GS_XL_Hu","BB_B_nDays","B_V_nDays","V_H_nDays","BB_H_nDays","INI_Tavg","INI_Tmin","INI_Tmax","INI_Ra_net","INI_Pr","FLO_Ra_net","VER_Water_deficit","lon","lat","Rootstock"
"227",219,2017,"DomSer","JerHill","1cls",3,5,13.7,24.3,1.78,9.01,2.74,15.99,4.86,14.5,26.8,14.4,45.3,1,9.54,2.9,9.54,2.9,17.63,5.36,17.63,5.36,9.47,2.88,9.47,2.88,1.57,0.45,0.99,2.81,2.81,38.4,8,134,291,28.8,0.01,0.36,0.61,1.69,2.32,0.62,25.3,4,27,574,59.6,0.04,22.7,3.2,6,3.26,37.65,40.91,43022,15.25,116.96,1.78,1.17,0.78,1.17,0.78,10.03,3.05,10.03,3.05,16.13,0.54,37.71,0.35,0.24,0.35,0.24,10.61,3.23,10.61,3.23,3.32,752.5157,316,1068.5157,1303,1303,11.81644668,6.123285737,17.50960762,1333.832949,16.08204981,8.908466528,23.2556331,379.5068645,2842.681054,1341.016506,69.93567137,11,13.01229553,7.037693945,18.98689712,143.9070341,0,17.34017144,10.958675,23.72166787,20.15660758,3,2,20.55735695,11.38366617,29.73104772,3.894920211,4,19.28773245,11.20549871,27.36996619,47.63197345,4,3,12.10019369,6.428065959,17.77232143,1078.407926,16.06806702,9.07833945,23.05779458,343.1925078,2823.170141,1335.047993,86.48647041,12.6,877.4237154,215.3308012,101.0946852,318.5136869,174.3570687,864.4133656,243.7620362,665.6362417,380.7970304,1270.436788,1341.016506,69,63,41,171,16.93850547,10.1813713,23.69563963,20.66900348,14.62136187,424.9683847,314.6187667,-123.095906588567,45.081411793479,"101_14"
"228",220,2017,"KWCCarter","Carter","1cls",1,6,18.5,39.3,2.13,10.11,3.08,21.48,6.55,18.5,39.3,18.3,52.92,0.99,10.11,3.08,10.11,3.08,21.48,6.55,21.48,6.55,10,3.05,10,3.05,2.42,0.13,0.71,2.23,0.32,37.7,8,79,248,13.8,0.01,0.45,0.05,0.67,1.28,1.15,23.8,3,19,682,85.2,0.03,24.6,3.07,7.43,70.45,103.34,173.8,43020,18.4,187.12,3.44,1.88,1.27,1.88,1.27,10.05,3.07,10.05,3.07,17.2,1.28,84.94,0.7,0.47,0.7,0.47,9.4,2.87,9.4,2.87,2.7,935.33908,230.1075269,1165.446607,1410,1410,11.71730061,6.029232085,17.40536913,1428.644339,16.04713304,8.870527256,23.22373882,425.8944591,2833.321908,1338.358895,88.8594621,13,12.92430076,6.822442866,19.02615865,137.3164672,0,17.35012479,10.70108427,23.99916532,25.62301488,5,2,20.65142133,11.51064272,29.79219993,5.122254573,5,19.25354471,11.34511388,27.16197554,67.50409949,5,3,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,879.3978784,217.0847822,102.6388574,318.8639997,172.4841582,869.0215406,247.2972159,664.2361014,379.395333,1269.617402,1338.358895,69,63,41,171,16.9990703,9.860179436,24.13796117,21.38486463,15.48784127,434.9793893,313.7417451,-123.167622375972,44.9598139278417,"3309"
"229",221,2017,"KWCCarter","Carter","1cls",2,6,18.9,37.9,2.01,10.33,3.15,20.71,6.32,18.9,37.9,18.5,51.2,0.98,10.33,3.15,10.33,3.15,20.71,6.32,20.71,6.32,10.11,3.08,10.11,3.08,2.66,0.14,0.84,2.01,0.29,41.5,10,116,199,11.9,0.02,0.45,0.06,0.76,1.34,1.02,21.5,7,17,625,67.2,0.03,23.2,2.96,7.05,67.64,112.93,180.57,43020,19.1,165.81,3.17,1.73,1.16,1.73,1.16,10.44,3.18,10.44,3.18,17.8,1.35,85.82,0.74,0.49,0.74,0.49,9.73,2.97,9.73,2.97,2.35,832.6375,316.1290323,1148.766532,1410,1410,11.71730061,6.029232085,17.40536913,1428.644339,16.04713304,8.870527256,23.22373882,425.8944591,2833.321908,1338.358895,88.8594621,13,12.92430076,6.822442866,19.02615865,137.3164672,0,17.35012479,10.70108427,23.99916532,25.62301488,5,2,20.65142133,11.51064272,29.79219993,5.122254573,5,19.25354471,11.34511388,27.16197554,67.50409949,5,3,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,879.3978784,217.0847822,102.6388574,318.8639997,172.4841582,869.0215406,247.2972159,664.2361014,379.395333,1269.617402,1338.358895,69,63,41,171,16.9990703,9.860179436,24.13796117,21.38486463,15.48784127,434.9793893,313.7417451,-123.167622375972,44.9598139278417,"3309"
"230",222,2017,"KWCCarter","Carter","1cls",3,6,20.4,43.7,2.16,11.15,3.4,23.88,7.28,20,43.7,19.8,54.51,0.99,10.93,3.33,10.93,3.33,23.88,7.28,23.88,7.28,10.82,3.3,10.82,3.3,2.4,0.14,0.75,2.39,0.33,22.9,9,85,230,11.7,0.01,0.44,0.06,0.99,1.34,0.97,21.8,5,22,635,64.2,0.03,24.7,3.05,6.9,55.66,118.86,174.52,43020,20,198.05,3.96,2.16,1.46,2.16,1.46,10.93,3.33,10.93,3.33,17.1,1.42,95.91,0.78,0.52,0.78,0.52,9.34,2.85,9.34,2.85,2.79,835.91521,275.2688172,1111.184027,1410,1410,11.71730061,6.029232085,17.40536913,1428.644339,16.04713304,8.870527256,23.22373882,425.8944591,2833.321908,1338.358895,88.8594621,13,12.92430076,6.822442866,19.02615865,137.3164672,0,17.35012479,10.70108427,23.99916532,25.62301488,5,2,20.65142133,11.51064272,29.79219993,5.122254573,5,19.25354471,11.34511388,27.16197554,67.50409949,5,3,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,879.3978784,217.0847822,102.6388574,318.8639997,172.4841582,869.0215406,247.2972159,664.2361014,379.395333,1269.617402,1338.358895,69,63,41,171,16.9990703,9.860179436,24.13796117,21.38486463,15.48784127,434.9793893,313.7417451,-123.167622375972,44.9598139278417,"3309"
"231",223,2017,"KWCCarter","Carter","NoThin",1,6,16.2,31.6,1.94,8.85,2.7,17.27,5.27,16,31.6,28.4,10.14,1.77,8.74,2.67,8.74,2.67,17.27,5.27,17.27,5.27,15.52,4.73,15.52,4.73,2.19,0.12,0.87,2.53,0.37,29.4,9,79,150,14.5,0.01,0.43,0.05,1.69,1.3,0.86,22.8,3,16,345,70.9,0.03,24.7,3.14,6.6,58.33,132.96,191.28,43020,28.6,110.42,3.16,1.73,1.16,1.73,1.16,15.63,4.77,15.63,4.77,15.2,1.11,85.69,0.61,0.41,0.61,0.41,8.31,2.53,8.31,2.53,2.85,1105.41581,333.3333333,1438.749143,1410,1410,11.71730061,6.029232085,17.40536913,1428.644339,16.04713304,8.870527256,23.22373882,425.8944591,2833.321908,1338.358895,88.8594621,13,12.92430076,6.822442866,19.02615865,137.3164672,0,17.35012479,10.70108427,23.99916532,25.62301488,5,2,20.65142133,11.51064272,29.79219993,5.122254573,5,19.25354471,11.34511388,27.16197554,67.50409949,5,3,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,879.3978784,217.0847822,102.6388574,318.8639997,172.4841582,869.0215406,247.2972159,664.2361014,379.395333,1269.617402,1338.358895,69,63,41,171,16.9990703,9.860179436,24.13796117,21.38486463,15.48784127,434.9793893,313.7417451,-123.167622375972,44.9598139278417,"3309"
"232",224,2017,"KWCCarter","Carter","NoThin",2,6,19.5,38.9,2.01,10.66,3.25,21.26,6.48,19.7,38.9,37,4.52,1.89,10.77,3.28,10.77,3.28,21.26,6.48,21.26,6.48,20.22,6.17,20.22,6.17,2.56,0.14,0.65,2.32,0.32,27,9,86,213,11.8,0.01,0.45,0.05,0.55,1.42,1.07,22.7,5,16,593,66.1,0.03,24.2,2.94,7.5,42.15,76.27,118.42,43020,34.55,157.02,5.43,2.96,1.99,2.96,1.99,18.88,5.76,18.88,5.76,18.2,1.23,76.05,0.67,0.45,0.67,0.45,9.95,3.03,9.95,3.03,4.43,720.46698,249.4623656,969.9293456,1410,1410,11.71730061,6.029232085,17.40536913,1428.644339,16.04713304,8.870527256,23.22373882,425.8944591,2833.321908,1338.358895,88.8594621,13,12.92430076,6.822442866,19.02615865,137.3164672,0,17.35012479,10.70108427,23.99916532,25.62301488,5,2,20.65142133,11.51064272,29.79219993,5.122254573,5,19.25354471,11.34511388,27.16197554,67.50409949,5,3,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,879.3978784,217.0847822,102.6388574,318.8639997,172.4841582,869.0215406,247.2972159,664.2361014,379.395333,1269.617402,1338.358895,69,63,41,171,16.9990703,9.860179436,24.13796117,21.38486463,15.48784127,434.9793893,313.7417451,-123.167622375972,44.9598139278417,"3309"
"233",225,2017,"KWCCarter","Carter","NoThin",3,6,19.5,39.8,2.05,10.66,3.25,21.75,6.63,19,39.8,35.1,11.55,1.86,10.38,3.17,10.38,3.17,21.75,6.63,21.75,6.63,19.18,5.85,19.18,5.85,2.45,0.14,0.7,2.03,0.28,28.2,9,93,173,12.9,0.01,0.43,0.05,0.57,1.35,0.98,21.8,4,23,572,67.5,0.03,24.6,3.05,7.5,85.42,127.6,213.02,43020,36.2,133.65,4.84,2.64,1.78,2.64,1.78,19.78,6.03,19.78,6.03,16.7,1.11,77.01,0.6,0.41,0.6,0.41,9.13,2.78,9.13,2.78,4.37,848.66186,221.5053763,1070.167236,1410,1410,11.71730061,6.029232085,17.40536913,1428.644339,16.04713304,8.870527256,23.22373882,425.8944591,2833.321908,1338.358895,88.8594621,13,12.92430076,6.822442866,19.02615865,137.3164672,0,17.35012479,10.70108427,23.99916532,25.62301488,5,2,20.65142133,11.51064272,29.79219993,5.122254573,5,19.25354471,11.34511388,27.16197554,67.50409949,5,3,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,879.3978784,217.0847822,102.6388574,318.8639997,172.4841582,869.0215406,247.2972159,664.2361014,379.395333,1269.617402,1338.358895,69,63,41,171,16.9990703,9.860179436,24.13796117,21.38486463,15.48784127,434.9793893,313.7417451,-123.167622375972,44.9598139278417,"3309"
"234",226,2017,"KWCMC","McCrone","1cls",1,6,9.6,17.7,1.85,9.6,2.93,17.7,5.4,9.6,17.7,9.5,45.24,1,9.6,2.93,9.6,2.93,17.7,5.4,17.7,5.4,9.5,2.9,9.5,2.9,2.24,0.13,0.92,2.79,0.27,30.8,11,129,317,25.6,0.02,0.43,0.06,3.37,1.71,0.86,25.8,6.78,21.5,466,81.4,0.04,25.1,3.59,7.13,51.67,83.32,134.99,43007,9.2,185.87,1.71,1.71,1.15,1.71,1.15,9.2,2.8,9.2,2.8,8.2,0.5,69.48,0.5,0.34,0.5,0.34,8.2,2.5,8.2,2.5,3.43,755.79341,279.5698925,1035.363302,1419,1419,11.85058487,6.47374954,17.22742021,1504.525818,16.24081759,9.449743869,23.03189131,404.0249289,2850.485865,1373.303464,82.64480848,14,13.21717948,7.453197508,18.98116145,132.9044617,0,17.39063947,11.39231284,23.38896611,25.55866889,5,2,20.75585999,12.09982995,29.41189002,4.60004287,4,19.48673916,11.96317079,27.01030752,41.64571604,4,2,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,861.752982,211.029819,98.79874471,312.1948577,166.6763697,850.2888901,249.4696483,677.9590476,379.4695662,1287.013818,1373.303464,68,63,40,169,17.07251334,10.69504714,23.44997954,20.06247621,12.77238612,412.3851385,307.5948148,-123.155635411597,45.3272291311128,"3309"
"235",227,2017,"KWCMC","McCrone","1cls",2,6,11,19.1,1.74,11,3.35,19.1,5.82,11,19.1,11.1,41.53,1.02,11,3.35,11,3.35,19.1,5.82,19.1,5.82,11.1,3.38,11.1,3.38,2.42,0.15,0.91,2.44,0.32,34.9,11,373,444,23.1,0.01,0.45,0.06,2.77,1.47,0.93,25.3,4,29,1060,90.7,0.04,24.1,3.54,7.28,31.97,61.32,93.29,43007,10.5,152,1.6,1.6,1.07,1.6,1.07,10.5,3.2,10.5,3.2,9,0.4,49.89,0.4,0.27,0.4,0.27,9,2.74,9,2.74,3.99,649.81412,316.1290323,965.9431523,1419,1419,11.85058487,6.47374954,17.22742021,1504.525818,16.24081759,9.449743869,23.03189131,404.0249289,2850.485865,1373.303464,82.64480848,14,13.21717948,7.453197508,18.98116145,132.9044617,0,17.39063947,11.39231284,23.38896611,25.55866889,5,2,20.75585999,12.09982995,29.41189002,4.60004287,4,19.48673916,11.96317079,27.01030752,41.64571604,4,2,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,861.752982,211.029819,98.79874471,312.1948577,166.6763697,850.2888901,249.4696483,677.9590476,379.4695662,1287.013818,1373.303464,68,63,40,169,17.07251334,10.69504714,23.44997954,20.06247621,12.77238612,412.3851385,307.5948148,-123.155635411597,45.3272291311128,"3309"
"236",228,2017,"KWCMC","McCrone","1cls",3,6,10.9,19.5,1.8,10.9,3.32,19.5,5.95,10.9,19.5,10.9,43.63,1,10.9,3.32,10.9,3.32,19.5,5.95,19.5,5.95,10.9,3.32,10.9,3.32,2.58,0.14,0.79,2.4,0.3,22.2,11,197,341,17,0.01,0.42,0.05,2.44,1.54,0.98,22.4,5,23,745,83,0.03,23.5,3.4,7.43,32.12,66.4,98.52,43007,10.5,163.81,1.72,1.72,1.16,1.72,1.16,10.5,3.2,10.5,3.2,9.8,0.5,58.51,0.5,0.34,0.5,0.34,9.8,2.99,9.8,2.99,3.42,803.86649,339.7849462,1143.651436,1419,1419,11.85058487,6.47374954,17.22742021,1504.525818,16.24081759,9.449743869,23.03189131,404.0249289,2850.485865,1373.303464,82.64480848,14,13.21717948,7.453197508,18.98116145,132.9044617,0,17.39063947,11.39231284,23.38896611,25.55866889,5,2,20.75585999,12.09982995,29.41189002,4.60004287,4,19.48673916,11.96317079,27.01030752,41.64571604,4,2,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,861.752982,211.029819,98.79874471,312.1948577,166.6763697,850.2888901,249.4696483,677.9590476,379.4695662,1287.013818,1373.303464,68,63,40,169,17.07251334,10.69504714,23.44997954,20.06247621,12.77238612,412.3851385,307.5948148,-123.155635411597,45.3272291311128,"3309"
"237",229,2017,"KWCMC","McCrone","NoThin",1,6,12,19.7,1.65,12,3.66,19.7,6.01,12,19.7,17.9,8.26,1.52,12,3.66,12,3.66,19.7,6.01,19.7,6.01,17.9,5.46,17.9,5.46,2.28,0.13,0.96,2.09,0.26,24.9,9,189,344,20.4,0.01,0.44,0.05,2.18,1.24,0.93,23.6,5,20,717,69.2,0.04,23.9,3.45,6.98,34.89,58.22,93.11,43007,17.5,142.4,2.49,2.49,1.67,2.49,1.67,17.5,5.34,17.5,5.34,9.7,0.52,59.01,0.52,0.35,0.52,0.35,9.7,2.96,9.7,2.96,4.8,919.31472,296.7741935,1216.088914,1419,1419,11.85058487,6.47374954,17.22742021,1504.525818,16.24081759,9.449743869,23.03189131,404.0249289,2850.485865,1373.303464,82.64480848,14,13.21717948,7.453197508,18.98116145,132.9044617,0,17.39063947,11.39231284,23.38896611,25.55866889,5,2,20.75585999,12.09982995,29.41189002,4.60004287,4,19.48673916,11.96317079,27.01030752,41.64571604,4,2,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,861.752982,211.029819,98.79874471,312.1948577,166.6763697,850.2888901,249.4696483,677.9590476,379.4695662,1287.013818,1373.303464,68,63,40,169,17.07251334,10.69504714,23.44997954,20.06247621,12.77238612,412.3851385,307.5948148,-123.155635411597,45.3272291311128,"3309"
"238",230,2017,"KWCMC","McCrone","NoThin",2,6,11,20.6,1.89,11,3.35,20.6,6.28,11,20.6,17.6,14.69,1.6,11,3.35,11,3.35,20.6,6.28,20.6,6.28,17.6,5.37,17.6,5.37,2.39,0.13,1.02,2.4,0.27,30.6,9,175,301,25.9,0.01,0.44,0.05,2.74,1.38,0.82,22.7,4,32,385,95.1,0.03,23.9,3.23,7.65,63.21,107.01,170.23,43007,17.4,162.93,2.84,2.84,1.91,2.84,1.91,17.4,5.3,17.4,5.3,9,0.51,64.64,0.51,0.34,0.51,0.34,9,2.74,9,2.74,5.53,550.39025,219.3548387,769.7450887,1419,1419,11.85058487,6.47374954,17.22742021,1504.525818,16.24081759,9.449743869,23.03189131,404.0249289,2850.485865,1373.303464,82.64480848,14,13.21717948,7.453197508,18.98116145,132.9044617,0,17.39063947,11.39231284,23.38896611,25.55866889,5,2,20.75585999,12.09982995,29.41189002,4.60004287,4,19.48673916,11.96317079,27.01030752,41.64571604,4,2,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,861.752982,211.029819,98.79874471,312.1948577,166.6763697,850.2888901,249.4696483,677.9590476,379.4695662,1287.013818,1373.303464,68,63,40,169,17.07251334,10.69504714,23.44997954,20.06247621,12.77238612,412.3851385,307.5948148,-123.155635411597,45.3272291311128,"3309"
"239",231,2017,"KWCMC","McCrone","NoThin",3,6,11.6,22.4,1.93,11.6,3.54,22.4,6.83,11.6,22.4,20.6,8.13,1.78,11.6,3.54,11.6,3.54,22.4,6.83,22.4,6.83,20.6,6.28,20.6,6.28,2.36,0.13,0.82,2.24,0.33,26.9,10,174,352,19.9,0.01,0.46,0.05,2.48,1.33,1.07,24.4,6,16,752,90.6,0.03,22.7,3.31,7.35,40.81,78.81,119.62,43007,20.8,169.09,3.52,3.52,2.36,3.52,2.36,20.8,6.34,20.8,6.34,9,0.42,53.06,0.42,0.28,0.42,0.28,9,2.74,9,2.74,8.33,607.93227,279.5698925,887.5021625,1419,1419,11.85058487,6.47374954,17.22742021,1504.525818,16.24081759,9.449743869,23.03189131,404.0249289,2850.485865,1373.303464,82.64480848,14,13.21717948,7.453197508,18.98116145,132.9044617,0,17.39063947,11.39231284,23.38896611,25.55866889,5,2,20.75585999,12.09982995,29.41189002,4.60004287,4,19.48673916,11.96317079,27.01030752,41.64571604,4,2,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,861.752982,211.029819,98.79874471,312.1948577,166.6763697,850.2888901,249.4696483,677.9590476,379.4695662,1287.013818,1373.303464,68,63,40,169,17.07251334,10.69504714,23.44997954,20.06247621,12.77238612,412.3851385,307.5948148,-123.155635411597,45.3272291311128,"3309"
"240",232,2017,"Winemakers","WaldoHill","1cls",1,5,16.35,27.53,1.66,13.4,4.09,22.57,6.88,13.8,23.4,13.4,36.95,1,11.31,3.45,11.31,3.45,19.18,5.85,19.18,5.85,10.98,3.35,10.98,3.35,2.31,0.14,0.43,2.21,0.76,22.8,10,61,229,34,0.01,0.51,0.08,0.24,1.39,2.06,22.3,5,20,686,65.5,0.01,23.3,3.06,5.4,72.06,68.28,140.34,43024,13.5,100.74,1.36,1.11,0.75,1.11,0.75,11.07,3.38,11.07,3.38,13.5,0.39,35.85,0.32,0.21,0.32,0.21,11.07,3.38,11.07,3.38,3.51,1114.88475,283.8709677,1398.755718,1023,1023,11.65295024,6.333628311,16.97227217,1549.58613,15.93867672,9.403905546,22.4734479,501.7277851,2730.246951,1318.076092,113.776658,14,12.90367878,7.328363506,18.47899405,201.4909495,0,17.38070034,11.26769778,23.4937029,32.57477935,4,2,20.52563729,12.19637879,28.8548958,4.967957953,3,18.91419373,11.81959398,26.00879348,73.42349769,6,2,11.9520749,6.573975934,17.33017387,1206.317942,15.96387694,9.487124607,22.44062927,415.1957851,2735.689794,1316.396817,111.1631175,14.7,840.679462,208.0265787,98.83943884,304.7333776,166.1418485,835.6391307,246.796245,658.8433558,374.3961367,1258.968211,1318.076092,69,63,42,172,16.99570656,10.48122817,23.51018495,20.37080878,10.62897494,415.636705,299.7654196,-122.853719167427,44.8869120207715,"3309"
"241",233,2017,"Winemakers","WaldoHill","1cls",2,5,19,32.33,1.67,15.57,4.75,26.5,8.08,16.5,27.6,13.7,47.6,0.85,13.52,4.13,13.52,4.13,22.62,6.9,22.62,6.9,11.23,3.43,11.23,3.43,2.46,0.15,0.37,2.06,0.72,23.4,10,52,223,30.2,0.01,0.57,0.1,0.58,1.23,2.1,21.8,4.27,19.3,580,51.5,0.02,22.7,3.03,5.25,67.75,117.12,184.87,43024,14.2,111.76,1.59,1.3,0.87,1.3,0.87,11.64,3.55,11.64,3.55,14.5,0.38,31.88,0.31,0.21,0.31,0.21,11.89,3.63,11.89,3.63,4.17,948.08573,313.9784946,1262.064225,1023,1023,11.65295024,6.333628311,16.97227217,1549.58613,15.93867672,9.403905546,22.4734479,501.7277851,2730.246951,1318.076092,113.776658,14,12.90367878,7.328363506,18.47899405,201.4909495,0,17.38070034,11.26769778,23.4937029,32.57477935,4,2,20.52563729,12.19637879,28.8548958,4.967957953,3,18.91419373,11.81959398,26.00879348,73.42349769,6,2,11.9520749,6.573975934,17.33017387,1206.317942,15.96387694,9.487124607,22.44062927,415.1957851,2735.689794,1316.396817,111.1631175,14.7,840.679462,208.0265787,98.83943884,304.7333776,166.1418485,835.6391307,246.796245,658.8433558,374.3961367,1258.968211,1318.076092,69,63,42,172,16.99570656,10.48122817,23.51018495,20.37080878,10.62897494,415.636705,299.7654196,-122.853719167427,44.8869120207715,"3309"
"242",234,2017,"Winemakers","WaldoHill","1cls",3,5,17.79,31.26,1.75,14.58,4.45,25.63,7.82,16.5,31.7,16.3,48.09,0.99,13.52,4.13,13.52,4.13,25.98,7.93,25.98,7.93,13.36,4.08,13.36,4.08,2.41,0.15,0.45,1.96,0.58,25,8,66,216,28,0.01,0.53,0.1,0.17,1.32,1.81,22.8,3,18,822,51.5,0.01,17.2,2.91,5.7,52.45,87.18,139.63,43024,17.5,117.03,2.05,1.68,1.13,1.68,1.13,14.34,4.38,14.34,4.38,14.5,0.46,37.36,0.38,0.26,0.38,0.26,11.89,3.63,11.89,3.63,4.42,983.41216,339.7849462,1323.197106,1023,1023,11.65295024,6.333628311,16.97227217,1549.58613,15.93867672,9.403905546,22.4734479,501.7277851,2730.246951,1318.076092,113.776658,14,12.90367878,7.328363506,18.47899405,201.4909495,0,17.38070034,11.26769778,23.4937029,32.57477935,4,2,20.52563729,12.19637879,28.8548958,4.967957953,3,18.91419373,11.81959398,26.00879348,73.42349769,6,2,11.9520749,6.573975934,17.33017387,1206.317942,15.96387694,9.487124607,22.44062927,415.1957851,2735.689794,1316.396817,111.1631175,14.7,840.679462,208.0265787,98.83943884,304.7333776,166.1418485,835.6391307,246.796245,658.8433558,374.3961367,1258.968211,1318.076092,69,63,42,172,16.99570656,10.48122817,23.51018495,20.37080878,10.62897494,415.636705,299.7654196,-122.853719167427,44.8869120207715,"3309"
"243",235,2017,"Winemakers","WaldoHill","NoThin",1,5,19.2,29.33,1.52,15.74,4.8,24.04,7.33,14.5,22.5,22.1,2.71,1.5,11.89,3.63,11.89,3.63,18.44,5.63,18.44,5.63,18.11,5.53,18.11,5.53,2.46,0.14,0.39,1.89,0.8,22,11,50,234,33.4,0.01,0.56,0.07,0.15,1.31,2.64,22.4,4,16,694,58.9,0.01,19.5,2.88,6.15,78.54,91.12,169.66,43024,22.1,105.11,2.32,1.9,1.28,1.9,1.28,18.11,5.53,18.11,5.53,12.8,0.33,31.92,0.27,0.18,0.27,0.18,10.49,3.2,10.49,3.2,6.98,694.60949,290.3225806,984.9320706,1023,1023,11.65295024,6.333628311,16.97227217,1549.58613,15.93867672,9.403905546,22.4734479,501.7277851,2730.246951,1318.076092,113.776658,14,12.90367878,7.328363506,18.47899405,201.4909495,0,17.38070034,11.26769778,23.4937029,32.57477935,4,2,20.52563729,12.19637879,28.8548958,4.967957953,3,18.91419373,11.81959398,26.00879348,73.42349769,6,2,11.9520749,6.573975934,17.33017387,1206.317942,15.96387694,9.487124607,22.44062927,415.1957851,2735.689794,1316.396817,111.1631175,14.7,840.679462,208.0265787,98.83943884,304.7333776,166.1418485,835.6391307,246.796245,658.8433558,374.3961367,1258.968211,1318.076092,69,63,42,172,16.99570656,10.48122817,23.51018495,20.37080878,10.62897494,415.636705,299.7654196,-122.853719167427,44.8869120207715,"3309"
